station_id,year,month,day,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
2,2004,8,15,56,55,54,55,54,56,56,56,59,61,63,66,69,73,73,74,75,73,71,68,66,65,62,61
2,2004,8,16,62,62,62,61,60,61,59,62,65,68,69,72,74,76,78,77,78,79,77,73,67,65,64,63
2,2004,8,17,62,62,62,62,62,61,61,62,62,64,64,66,72,75,77,79,78,77,75,73,70,67,65,66
2,2004,8,18,64,63,62,61,61,60,61,61,63,67,71,75,78,79,81,83,81,80,79,76,71,69,69,68
2,2004,8,19,67,67,67,66,66,66,68,68,72,73,77,80,83,85,85,86,86,86,84,79,76,73,74,71
2,2004,8,20,70,69,67,67,66,65,64,68,71,76,80,84,85,86,85,86,84,80,78,77,74,72,73,73
2,2004,8,21,72,71,71,70,70,70,71,72,72,73,74,78,76,77,70,73,74,74,74,71,68,67,66,64
2,2004,8,22,63,63,59,59,58,58,57,59,63,65,68,70,72,74,75,75,76,75,74,70,65,62,60,59
2,2004,8,23,58,57,56,56,56,55,56,58,63,67,69,73,77,80,81,82,81,81,79,73,68,65,64,63
2,2004,8,24,62,61,59,60,58,57,57,61,64,69,72,77,79,82,84,85,83,83,81,73,69,67,66,64
2,2004,8,25,64,64,61,61,61,59,60,62,65,67,71,74,77,78,79,80,80,79,78,71,66,63,64,63
2,2004,8,26,63,62,62,63,62,60,59,61,65,69,72,74,78,79,81,80,81,80,79,72,68,66,64,64
2,2004,8,27,64,62,62,62,61,61,61,64,68,72,77,80,81,82,84,84,84,83,82,77,73,71,70,68
2,2004,8,28,67,67,66,65,65,65,64,67,71,75,79,82,85,86,87,86,82,85,83,78,75,72,71,69
2,2004,8,29,68,68,66,67,66,65,65,68,72,76,80,81,82,83,84,83,82,81,79,75,74,74,73,72
2,2004,8,30,72,71,71,71,71,70,70,70,70,71,72,74,77,78,79,80,80,78,76,73,73,73,71,70
2,2004,8,31,70,68,67,66,65,64,64,67,71,73,74,76,78,80,80,81,81,80,78,72,68,66,65,64
2,2004,9,1,63,64,66,66,66,65,64,65,66,68,71,73,76,77,79,80,80,79,77,71,68,65,64,64
2,2004,9,2,63,65,62,61,60,61,60,62,64,68,70,74,76,78,78,78,77,77,75,72,66,63,62,62
2,2004,9,3,61,59,59,60,59,59,57,60,63,66,71,74,76,77,78,79,77,77,75,68,65,63,61,62
2,2004,9,4,63,63,63,63,61,61,62,63,67,69,71,75,77,80,81,81,82,80,77,71,68,66,64,63
2,2004,9,5,62,63,62,61,60,59,59,62,65,69,72,76,79,80,81,81,80,79,76,73,71,68,67,69
2,2004,9,6,67,68,68,68,67,67,66,65,65,66,67,67,68,69,69,69,70,69,69,69,68,68,68,69
2,2004,9,7,68,69,68,68,68,67,69,70,70,72,73,75,76,77,78,77,76,74,73,72,70,70,70,70
2,2004,9,8,70,70,70,70,70,70,70,71,71,72,73,74,75,76,75,75,73,73,73,72,72,72,71,71
2,2004,9,9,71,71,70,71,71,70,69,69,70,72,73,73,73,75,75,76,75,74,72,69,64,64,62,61
2,2004,9,10,61,60,59,59,58,57,58,62,66,68,72,73,75,75,77,77,76,76,74,67,65,63,61,61
2,2004,9,11,62,62,62,62,62,62,62,63,63,65,67,69,73,76,78,79,78,78,72,68,65,65,62,62
2,2004,9,12,60,60,58,60,60,59,60,59,60,63,66,72,75,77,78,78,78,77,74,69,65,64,63,62
2,2004,9,13,62,61,61,61,60,60,60,60,63,66,67,70,73,76,78,78,79,78,75,70,66,63,63,61
2,2004,9,14,63,63,63,62,62,62,61,62,63,64,66,69,71,72,73,74,74,73,71,68,66,63,63,63
2,2004,9,15,64,63,61,60,61,60,60,60,61,65,69,70,71,73,74,74,76,75,72,69,65,64,61,62
2,2004,9,16,61,61,62,61,61,60,60,60,61,65,68,71,73,74,74,75,74,73,71,70,69,68,68,68
2,2004,9,17,68,68,69,69,69,70,70,71,71,73,74,75,77,78,72,72,72,72,71,71,70,68,67,67
2,2004,9,18,64,63,62,62,61,61,61,61,61,62,63,64,64,66,67,69,69,69,66,63,60,57,56,55
2,2004,9,19,55,49,52,47,49,47,46,49,52,56,58,62,65,69,71,72,71,70,65,59,53,54,49,47
2,2004,9,20,45,45,46,48,48,47,48,48,51,54,56,60,63,67,70,70,71,70,66,59,52,50,50,48
2,2004,9,21,47,47,46,45,45,43,43,45,51,58,62,67,71,74,76,78,79,77,69,62,58,56,54,54
2,2004,9,22,52,52,51,50,50,50,49,52,57,64,70,74,79,81,84,85,85,83,75,69,64,60,59,57
2,2004,9,23,57,56,55,60,58,56,56,57,61,65,69,73,76,79,81,83,82,81,73,67,62,60,60,59
2,2004,9,24,59,58,59,57,56,56,55,59,62,66,69,72,74,77,78,78,79,76,73,67,63,61,60,58
2,2004,9,25,57,57,55,54,54,54,54,56,60,64,66,69,73,75,76,77,77,76,70,64,61,59,59,58
2,2004,9,26,57,57,56,58,58,57,57,57,63,66,70,71,72,73,75,74,74,73,71,68,66,66,65,64
2,2004,9,27,62,61,61,60,60,60,60,60,60,62,62,64,67,67,68,68,67,65,65,65,64,64,66,65
2,2004,9,28,65,65,65,65,66,66,67,68,69,69,67,68,69,70,70,67,67,68,68,67,65,65,65,65
2,2004,9,29,65,62,60,60,59,58,58,58,61,66,69,71,71,72,73,72,73,71,65,63,61,61,59,60
2,2004,9,30,59,57,58,58,59,58,58,58,59,61,62,65,67,69,71,72,72,71,67,62,60,58,58,58
2,2004,10,1,57,58,58,58,58,59,58,58,59,60,60,63,66,69,70,70,70,70,68,66,66,64,64,63
2,2004,10,2,63,62,63,64,64,64,63,63,63,67,71,73,74,74,68,71,71,68,66,64,63,61,62,62
2,2004,10,3,59,58,58,57,56,56,57,58,61,62,63,65,65,66,67,66,67,65,64,61,58,56,56,55
2,2004,10,4,55,55,55,55,53,50,48,47,53,58,63,67,69,72,73,73,73,71,63,60,58,56,53,53
2,2004,10,5,52,52,50,49,49,49,45,46,48,52,55,57,58,60,61,63,62,60,56,51,47,44,43,45
2,2004,10,6,44,44,44,43,43,44,41,42,47,49,52,55,59,62,64,64,65,64,57,52,48,46,44,44
2,2004,10,7,42,41,40,40,40,39,39,40,45,50,56,62,67,70,72,74,73,71,62,56,51,49,47,47
2,2004,10,8,45,45,44,43,43,42,42,41,48,54,59,64,69,73,74,75,74,72,62,58,53,50,49,48
2,2004,10,9,48,47,48,47,46,47,47,47,51,54,61,64,69,71,72,71,71,68,66,62,59,57,58,58
2,2004,10,10,59,58,57,56,58,56,55,54,60,63,66,69,71,71,72,71,71,67,58,55,53,50,52,51
2,2004,10,11,49,46,45,44,43,42,41,41,47,49,52,55,60,63,65,66,62,63,56,51,47,46,44,43
2,2004,10,12,44,43,42,42,40,39,38,38,43,49,53,57,63,67,70,72,72,69,59,53,48,47,47,46
2,2004,10,13,46,49,50,50,48,50,51,50,51,52,53,54,55,58,58,58,58,56,55,53,53,54,54,54
2,2004,10,14,54,54,54,54,53,53,53,53,54,56,60,60,64,65,65,65,64,62,60,59,58,57,56,55
2,2004,10,15,55,56,56,55,56,55,57,56,56,55,56,58,58,59,60,60,58,55,52,50,49,49,49,50
2,2004,10,16,49,47,47,46,45,46,46,44,48,50,49,51,55,56,53,55,55,54,49,47,43,46,46,45
2,2004,10,17,45,46,44,45,40,40,39,38,44,49,51,54,56,58,61,61,62,60,52,48,46,42,41,38
2,2004,10,18,36,37,36,37,35,35,34,36,41,46,49,52,57,61,62,63,62,58,56,56,54,55,55,54
2,2004,10,19,55,56,55,55,56,58,58,59,60,61,63,65,65,67,67,66,65,64,63,60,60,61,60,59
2,2004,10,20,58,57,56,55,55,55,54,53,54,54,54,55,56,57,56,57,57,57,56,55,55,55,54,54
2,2004,10,21,54,53,53,52,52,52,52,52,52,53,53,54,55,56,58,57,58,58,56,54,54,54,54,53
2,2004,10,22,54,52,52,53,52,52,52,52,51,51,52,53,54,58,58,57,57,56,54,53,51,51,51,51
2,2004,10,23,49,48,48,47,46,45,45,46,46,47,49,52,54,56,57,57,57,57,55,54,52,53,52,51
2,2004,10,24,52,51,51,50,50,49,49,49,49,50,51,52,54,56,57,59,59,59,58,54,52,52,52,52
2,2004,10,25,51,51,50,49,50,50,51,51,52,53,54,58,63,65,65,66,64,63,59,56,53,52,52,52
2,2004,10,26,51,50,50,51,51,51,50,50,51,53,54,56,60,62,66,69,69,65,59,54,52,53,50,49
2,2004,10,27,48,49,49,50,49,50,50,51,51,52,53,54,55,56,56,56,55,55,55,54,54,54,54,54
2,2004,10,28,53,53,53,52,52,53,53,53,53,53,55,56,57,58,59,59,60,58,56,56,56,55,54,53
2,2004,10,29,53,52,52,52,52,53,53,53,54,55,56,57,59,60,62,63,64,63,61,60,60,60,59,60
2,2004,10,30,60,60,61,61,61,62,62,61,60,61,67,71,76,77,76,77,75,73,71,70,69,68,68,69
2,2004,10,31,68,67,63,64,63,64,62,62,64,67,69,70,71,73,75,74,74,71,65,62,66,64,64,59
2,2004,11,1,55,55,55,52,49,48,47,47,52,58,63,67,69,72,73,74,74,72,65,62,59,58,57,56
2,2004,11,2,54,52,51,50,50,50,48,47,52,57,61,68,76,77,78,77,76,74,72,68,68,67,67,66
2,2004,11,3,66,66,66,66,64,63,61,61,62,62,63,64,64,65,65,63,62,60,58,56,54,53,53,52
2,2004,11,4,52,53,52,52,52,50,48,48,47,47,47,48,48,48,49,49,49,49,51,49,49,48,50,50
2,2004,11,5,52,50,51,49,47,47,46,45,47,48,50,51,53,54,54,55,55,53,49,48,45,42,41,37
2,2004,11,6,39,40,39,36,37,38,39,36,40,46,51,55,58,60,62,63,63,60,57,50,50,46,45,48
2,2004,11,7,46,43,45,42,46,42,39,37,42,50,58,63,66,68,69,70,71,67,62,61,58,57,57,57
2,2004,11,8,58,56,56,52,50,45,51,50,50,50,52,52,52,53,54,52,51,50,47,41,39,35,33,32
2,2004,11,9,34,30,28,28,29,33,29,27,31,37,41,45,47,48,50,50,50,46,44,38,35,34,32,32
2,2004,11,10,30,29,28,27,27,27,26,26,29,36,40,44,48,52,54,55,54,51,46,45,43,45,45,42
2,2004,11,11,41,40,41,40,38,37,35,34,36,41,45,50,54,55,55,56,55,53,52,51,51,51,50,50
2,2004,11,12,49,48,48,48,48,48,48,48,48,48,48,48,47,48,47,48,47,47,46,46,45,44,44,44
2,2004,11,13,44,44,44,44,43,43,43,43,43,45,46,48,50,50,52,52,50,48,43,41,39,36,33,30
2,2004,11,14,28,28,28,29,28,26,25,24,30,34,38,41,45,49,50,51,51,47,41,35,32,31,29,28
2,2004,11,15,27,26,26,26,26,26,26,26,28,36,43,48,52,56,59,59,58,51,47,43,42,39,38,38
2,2004,11,16,38,37,37,35,36,36,35,34,35,39,41,46,49,52,54,56,56,55,51,50,49,48,50,46
2,2004,11,17,45,44,41,37,38,38,39,38,45,48,52,54,56,59,60,61,60,56,52,51,50,50,50,51
2,2004,11,18,51,51,51,50,50,50,50,50,50,53,55,60,62,62,62,64,63,59,59,58,57,58,57,58
2,2004,11,19,58,56,56,55,53,54,54,56,57,57,58,59,60,60,62,62,62,59,58,57,56,54,54,55
2,2004,11,20,54,53,51,52,52,52,52,52,53,53,55,56,56,57,57,58,58,57,56,54,54,53,53,54
2,2004,11,21,53,53,53,51,51,50,49,47,48,52,55,58,59,60,60,60,58,56,55,54,53,53,53,52
2,2004,11,22,51,50,50,50,50,49,49,49,50,52,54,55,56,57,57,57,57,56,54,53,53,53,51,52
2,2004,11,23,51,52,52,52,51,51,51,50,50,50,50,50,51,52,54,55,55,54,52,51,51,51,51,51
2,2004,11,24,51,51,51,51,52,52,52,53,53,53,54,54,55,57,58,59,60,61,61,60,59,60,58,59
2,2004,11,25,58,59,58,57,59,56,56,54,52,50,48,45,45,44,44,42,40,39,37,36,35,35,34,33
2,2004,11,26,31,30,28,29,27,26,25,25,26,32,35,38,40,43,44,44,45,42,38,36,35,35,37,35
2,2004,11,27,34,34,32,31,30,28,29,31,33,37,42,44,45,47,49,49,48,47,46,44,43,43,43,44
2,2004,11,28,45,46,46,45,45,46,45,43,44,47,49,50,50,50,49,49,47,45,41,41,39,39,38,37
2,2004,11,29,34,35,34,36,35,36,36,36,36,39,42,44,46,48,49,50,49,47,44,44,42,42,42,42
2,2004,11,30,41,40,40,40,40,40,40,40,41,42,43,45,48,52,51,53,51,48,48,46,47,46,46,47
2,2004,12,1,47,47,47,48,50,52,55,53,52,48,49,47,48,47,46,47,46,44,42,39,40,38,33,31
2,2004,12,2,32,30,30,29,29,28,27,26,26,34,38,42,47,49,51,52,52,47,41,36,35,33,32,35
2,2004,12,3,41,41,39,39,38,38,39,37,39,41,43,45,47,47,49,48,48,44,40,35,33,30,30,28
2,2004,12,4,28,28,27,27,26,27,24,24,25,30,36,40,44,47,49,50,49,46,43,39,39,37,38,37
2,2004,12,5,41,38,41,43,41,36,34,31,38,41,47,50,53,55,56,57,57,50,44,41,40,40,40,41
2,2004,12,6,40,40,44,45,46,44,44,44,43,44,45,45,47,48,49,50,50,50,50,49,49,49,49,49
2,2004,12,7,48,49,49,49,48,49,49,49,49,50,54,55,56,59,62,64,65,65,65,65,64,63,62,60
2,2004,12,8,59,58,57,56,55,53,53,51,50,52,54,55,57,57,58,58,58,51,47,42,41,38,37,36
2,2004,12,9,37,39,39,39,38,40,39,40,40,42,43,46,45,44,44,44,44,45,45,45,45,45,45,45
2,2004,12,10,45,45,45,45,45,45,45,45,46,46,47,47,48,51,51,52,50,50,48,49,48,46,45,45
2,2004,12,11,46,46,45,45,45,45,44,44,44,45,45,47,48,49,47,46,45,42,41,40,40,39,39,39
2,2004,12,12,39,38,38,38,38,37,37,36,37,37,39,40,40,41,41,41,42,42,41,41,42,42,42,42
2,2004,12,13,42,43,45,45,44,42,42,40,41,42,41,40,41,41,40,38,38,36,34,34,33,33,32,31
2,2004,12,14,30,29,28,28,28,27,28,27,28,30,31,32,32,33,33,33,31,30,28,28,26,26,26,25
2,2004,12,15,25,25,21,20,23,23,22,20,21,24,25,27,29,30,31,33,33,31,27,23,23,21,18,16
2,2004,12,16,16,14,13,12,12,11,12,12,13,18,25,31,37,41,45,47,47,41,37,33,33,32,30,34
2,2004,12,17,36,37,37,35,39,37,36,36,36,39,41,43,45,46,46,47,46,42,37,33,31,28,27,26
2,2004,12,18,25,29,28,28,27,28,28,28,28,31,33,36,39,43,46,47,46,43,37,32,30,29,29,28
2,2004,12,19,30,29,37,34,35,31,29,33,36,37,37,40,41,42,40,38,38,33,30,27,25,23,19,17
2,2004,12,20,14,13,11,12,11,11,11,10,7,9,11,14,15,17,19,19,20,21,19,18,17,18,16,14
2,2004,12,21,15,16,16,14,17,20,29,28,25,29,33,37,44,48,48,49,51,48,43,43,43,43,43,40
2,2004,12,22,40,41,39,38,38,35,33,31,31,35,39,44,50,57,58,59,58,55,53,54,59,58,52,52
2,2004,12,23,52,52,52,52,52,53,53,54,55,56,57,58,56,52,48,47,44,40,37,34,34,32,31,30
2,2004,12,24,30,28,28,28,28,26,26,26,25,26,27,28,29,30,30,30,30,29,27,24,24,22,21,20
2,2004,12,25,20,19,19,18,19,18,17,19,19,21,22,24,25,27,29,32,32,30,27,24,22,21,21,22
2,2004,12,26,21,21,21,21,22,22,23,23,23,23,25,27,29,32,33,35,35,32,29,28,28,26,27,31
2,2004,12,27,29,29,28,27,24,24,24,23,23,25,25,28,28,30,31,33,32,30,25,25,21,20,19,18
2,2004,12,28,17,17,16,16,16,16,15,14,15,21,23,27,31,34,37,41,42,39,36,36,34,32,32,32
2,2004,12,29,31,32,31,36,35,37,36,34,35,41,45,50,51,52,52,52,51,50,50,49,48,47,43,40
2,2004,12,30,39,36,35,34,33,34,36,37,39,39,43,46,50,51,52,52,52,50,49,47,46,47,43,43
2,2004,12,31,42,42,43,44,43,41,39,41,39,44,46,49,54,58,61,60,59,56,55,54,54,53,50,52
2,2005,1,1,50,50,50,50,50,50,46,45,47,50,53,60,62,64,65,65,64,60,52,50,48,46,48,51
2,2005,1,2,51,51,49,50,51,49,48,49,47,47,48,49,52,54,55,54,54,52,52,51,51,49,48,46
2,2005,1,3,48,49,49,50,49,48,49,48,50,52,55,58,61,63,64,65,64,62,59,59,58,59,59,59
2,2005,1,4,59,58,58,57,57,58,58,60,58,59,61,64,65,65,66,67,66,64,62,62,60,58,58,58
2,2005,1,5,56,56,54,54,53,53,53,54,53,54,56,58,62,63,62,63,62,59,57,57,56,53,53,53
2,2005,1,6,52,52,51,52,52,50,50,50,51,52,53,57,58,59,59,59,59,57,57,57,56,54,53,50
2,2005,1,7,49,49,47,46,45,44,43,41,38,40,43,44,45,46,47,47,47,46,46,45,44,44,44,43
2,2005,1,8,42,43,44,43,43,43,43,44,45,45,45,45,46,52,56,55,53,50,46,43,41,39,36,35
2,2005,1,9,34,34,35,34,32,31,31,30,30,35,38,40,44,46,48,50,50,48,41,37,36,35,34,33
2,2005,1,10,31,32,30,32,34,38,39,39,39,43,49,53,55,56,56,57,56,54,49,44,43,42,41,41
2,2005,1,11,40,40,40,40,39,39,39,37,37,42,47,49,50,52,54,55,56,55,53,52,53,53,50,49
2,2005,1,12,47,51,50,50,49,50,50,50,49,51,54,58,62,67,68,69,68,64,60,56,55,50,54,55
2,2005,1,13,56,57,58,58,57,59,59,59,60,61,63,64,67,68,70,70,69,68,68,64,64,62,62,62
2,2005,1,14,62,62,62,56,53,51,50,48,46,45,44,44,43,42,43,42,41,41,39,39,38,36,35,32
2,2005,1,15,29,30,28,29,27,28,27,29,28,29,31,33,35,37,38,39,38,37,34,32,31,31,30,29
2,2005,1,16,29,28,28,28,28,27,27,26,27,28,31,33,36,38,40,38,37,36,30,30,32,30,29,27
2,2005,1,17,26,24,23,21,21,19,18,17,17,17,17,18,19,19,21,20,20,19,17,17,15,16,16,15
2,2005,1,18,14,13,13,12,11,11,9,9,7,11,14,15,17,19,21,22,22,22,16,13,11,9,9,10
2,2005,1,19,9,10,10,13,17,18,18,19,20,21,22,23,24,25,27,28,29,29,28,29,29,29,30,32
2,2005,1,20,30,30,30,32,33,33,33,33,32,33,34,36,36,36,37,36,36,36,34,32,30,30,30,30
2,2005,1,21,29,29,29,28,27,27,26,25,24,24,24,24,25,26,27,29,28,28,25,20,18,17,15,15
2,2005,1,22,19,19,20,20,20,21,22,22,23,23,24,23,24,25,26,27,29,28,28,27,27,26,29,27
2,2005,1,23,24,21,18,15,15,13,12,12,12,13,14,15,17,18,20,21,21,21,19,18,18,16,14,11
2,2005,1,24,9,7,8,8,5,6,3,6,5,11,15,20,25,26,27,27,28,29,27,26,27,27,28,25
2,2005,1,25,29,25,23,21,20,20,21,20,22,28,31,33,35,37,39,41,42,41,36,33,32,31,31,32
2,2005,1,26,32,34,35,33,37,39,38,39,40,42,46,46,49,50,53,51,49,47,45,44,43,42,41,37
2,2005,1,27,36,35,34,33,32,30,28,26,24,25,26,27,28,30,30,32,31,30,27,24,21,19,18,16
2,2005,1,28,15,14,12,12,11,9,8,8,12,15,18,21,24,29,31,33,33,31,29,28,26,25,24,21
2,2005,1,29,23,23,21,18,19,18,17,18,19,25,26,27,29,29,29,27,27,27,27,27,27,27,28,28
2,2005,1,30,29,30,31,32,32,33,32,31,32,32,32,33,33,33,35,34,34,34,33,33,32,32,30,30
2,2005,1,31,26,25,27,25,23,23,25,25,24,29,30,34,35,38,39,40,40,38,35,31,32,30,29,29
2,2005,2,1,28,28,26,27,27,26,24,22,23,29,32,35,38,40,41,43,43,41,36,31,28,27,26,24
2,2005,2,2,23,22,22,21,20,19,19,19,20,27,30,35,38,43,46,45,44,42,39,38,40,40,38,38
2,2005,2,3,38,38,37,36,35,34,33,33,33,33,33,34,34,34,35,36,36,36,35,34,34,34,34,34
2,2005,2,4,34,33,33,32,30,30,28,33,33,36,37,40,42,43,45,46,46,46,41,37,35,37,36,35
2,2005,2,5,31,28,30,28,32,30,26,26,30,35,40,45,49,52,56,57,57,55,44,37,36,35,35,34
2,2005,2,6,34,30,28,27,29,26,26,27,28,36,41,47,52,55,58,59,58,56,50,43,42,42,40,39
2,2005,2,7,37,36,36,34,31,30,27,27,30,40,45,50,56,59,61,62,62,59,52,48,48,46,44,43
2,2005,2,8,42,43,43,43,43,42,41,44,44,48,53,57,60,62,62,63,62,61,57,55,53,50,49,48
2,2005,2,9,46,45,45,45,45,45,44,45,43,47,52,54,56,58,59,59,59,57,54,49,48,49,49,48
2,2005,2,10,48,48,46,45,43,42,41,39,38,38,39,39,37,38,37,35,35,33,32,31,30,29,28,28
2,2005,2,11,27,27,26,25,24,24,22,20,22,25,28,31,33,34,34,35,35,34,32,31,30,30,30,30
2,2005,2,12,31,33,34,34,35,35,35,35,34,38,42,45,48,49,51,52,53,52,50,48,48,42,38,41
2,2005,2,13,40,35,33,30,35,29,30,33,31,38,43,47,49,50,51,51,50,49,47,45,45,46,45,44
2,2005,2,14,44,43,42,42,41,40,41,40,40,41,41,42,43,44,45,45,44,44,44,45,45,43,44,44
2,2005,2,15,43,39,39,44,42,43,42,44,43,46,51,54,58,60,62,63,63,61,56,53,51,47,45,43
2,2005,2,16,46,43,45,43,43,42,43,43,48,53,55,52,54,54,51,52,53,51,47,44,41,39,40,39
2,2005,2,17,37,35,34,33,32,30,32,32,34,35,38,39,39,39,40,39,38,38,36,34,32,29,30,31
2,2005,2,18,31,29,30,29,27,26,24,23,24,26,27,28,32,33,34,34,34,34,31,27,26,25,20,18
2,2005,2,19,17,15,15,15,14,14,14,14,22,25,29,32,35,38,40,42,42,42,38,34,30,26,25,27
2,2005,2,20,26,29,31,31,31,31,31,31,32,34,35,38,39,41,41,40,40,39,36,35,35,35,35,36
2,2005,2,21,36,36,39,42,43,43,42,43,43,45,48,50,52,53,55,57,57,56,54,52,50,49,45,44
2,2005,2,22,42,42,40,40,39,39,37,38,40,42,44,45,49,51,53,54,55,54,50,48,43,41,40,41
2,2005,2,23,41,41,41,43,41,40,39,38,37,40,42,43,45,47,48,49,49,48,47,41,39,36,40,39
2,2005,2,24,37,37,36,36,35,34,32,31,31,31,32,33,33,33,33,33,33,32,32,32,32,31,31,30
2,2005,2,25,30,30,30,29,29,28,27,26,27,27,29,30,31,33,35,37,38,37,34,32,30,29,27,25
2,2005,2,26,24,23,24,21,23,23,22,23,27,33,36,40,43,45,46,47,47,46,44,39,37,34,33,32
2,2005,2,27,30,28,28,28,27,28,28,27,29,31,32,34,38,41,44,45,44,42,41,39,39,37,38,37
2,2005,2,28,34,33,32,31,30,29,29,29,29,30,31,32,33,34,34,33,33,33,33,33,32,32,32,32
2,2005,3,1,32,31,32,31,30,30,30,28,28,29,30,31,32,33,34,34,33,32,30,29,29,29,28,28
2,2005,3,2,28,27,27,26,26,26,25,24,25,27,27,28,29,29,31,32,32,31,30,28,28,27,27,26
2,2005,3,3,26,25,25,25,23,24,23,22,23,25,26,27,28,30,31,32,34,34,33,31,28,23,23,20
2,2005,3,4,20,20,19,16,15,14,14,13,18,26,34,37,40,42,43,43,44,43,43,43,41,41,39,36
2,2005,3,5,36,35,36,37,35,35,35,36,35,35,33,34,35,35,36,37,38,38,37,36,35,32,31,29
2,2005,3,6,30,31,31,34,31,33,36,34,37,40,42,44,47,49,52,55,56,56,55,54,52,48,49,47
2,2005,3,7,47,47,45,45,43,37,39,41,44,50,55,58,62,65,65,66,66,64,62,61,58,57,58,57
2,2005,3,8,56,55,54,49,48,46,45,41,39,36,36,34,34,35,34,32,32,30,28,27,27,26,26,25
2,2005,3,9,25,25,24,25,25,24,23,23,25,25,27,28,31,33,34,36,37,37,35,32,25,27,28,27
2,2005,3,10,26,25,24,23,23,22,23,25,28,31,33,35,37,40,41,42,43,42,41,38,37,37,36,35
2,2005,3,11,35,32,32,32,34,33,33,33,37,42,43,46,46,45,46,45,42,43,42,40,37,36,35,35
2,2005,3,12,33,32,31,29,28,28,28,29,29,30,34,39,42,46,49,50,51,51,47,44,42,40,40,39
2,2005,3,13,37,37,35,37,36,36,36,37,37,37,39,42,45,47,49,50,50,51,49,45,43,42,40,39
2,2005,3,14,37,36,36,35,34,32,29,28,30,31,33,35,37,39,41,44,44,44,42,36,34,31,31,31
2,2005,3,15,30,27,27,25,23,23,23,22,29,35,39,41,43,45,47,48,49,50,46,41,37,36,36,36
2,2005,3,16,35,38,37,38,36,36,36,36,36,37,38,39,40,38,39,39,39,38,38,35,35,35,35,35
2,2005,3,17,35,34,33,33,33,33,33,33,34,34,35,36,37,40,42,43,44,44,43,37,33,32,30,29
2,2005,3,18,28,27,26,25,24,24,23,23,28,35,44,50,52,54,56,56,56,55,53,46,41,38,36,33
2,2005,3,19,33,31,30,30,29,28,28,28,36,42,48,53,57,58,59,59,58,56,54,53,50,48,47,47
2,2005,3,20,47,43,43,40,37,38,39,38,44,49,52,53,54,55,55,57,55,54,51,48,46,42,42,41
2,2005,3,21,40,38,34,37,38,34,32,33,41,44,46,47,50,52,53,54,55,53,51,45,39,43,40,38
2,2005,3,22,35,33,31,30,30,29,28,28,35,39,44,47,52,55,57,58,59,59,58,56,51,52,51,50
2,2005,3,23,49,50,49,48,47,47,46,47,46,46,45,46,46,50,52,54,53,52,50,49,47,48,47,46
2,2005,3,24,48,47,46,45,45,44,46,45,46,48,48,48,49,50,50,52,52,51,49,47,45,44,43,41
2,2005,3,25,39,39,37,37,38,38,39,40,41,41,42,43,44,45,46,47,49,48,47,46,46,45,44,44
2,2005,3,26,44,43,43,43,43,43,43,43,43,43,44,44,45,46,48,49,49,48,48,47,46,46,43,44
2,2005,3,27,43,42,42,42,42,42,42,42,42,43,46,48,50,48,46,46,46,46,46,46,46,46,46,46
2,2005,3,28,46,46,46,47,47,47,48,48,47,47,49,49,52,52,55,57,59,57,54,53,51,48,48,51
2,2005,3,29,51,50,49,48,48,47,50,50,52,53,55,57,59,60,63,65,65,65,63,57,54,46,44,44
2,2005,3,30,42,40,39,39,38,38,38,39,45,50,54,58,62,67,69,71,72,72,70,62,62,57,60,58
2,2005,3,31,57,55,55,52,51,50,50,53,53,54,55,58,60,60,61,62,62,62,61,59,57,56,55,52
2,2005,4,1,50,49,48,47,44,44,43,44,51,55,57,59,60,61,61,61,59,55,55,52,51,51,50,50
2,2005,4,2,51,51,50,50,51,52,52,51,50,49,49,52,52,52,51,50,49,47,45,43,42,41,40,40
2,2005,4,3,40,40,40,40,40,40,40,41,44,46,47,49,51,53,55,55,56,57,56,54,54,53,54,54
2,2005,4,4,53,52,52,51,50,48,48,51,54,57,59,62,64,66,67,68,69,68,66,63,57,50,46,44
2,2005,4,5,43,41,40,39,38,38,36,42,50,56,61,67,71,73,74,76,77,77,75,71,68,65,65,63
2,2005,4,6,60,57,54,54,52,50,49,50,58,62,71,76,78,80,81,81,80,79,76,69,66,61,63,63
2,2005,4,7,64,63,64,64,61,60,61,61,62,64,66,68,67,68,64,63,63,61,61,60,59,59,59,58
2,2005,4,8,58,58,58,58,56,58,58,57,59,60,62,62,64,66,65,65,65,65,65,63,59,56,53,52
2,2005,4,9,51,50,48,48,47,46,46,48,52,56,59,62,64,65,66,68,67,67,66,61,54,49,48,46
2,2005,4,10,45,42,41,39,38,36,36,42,51,56,61,66,68,71,73,75,75,75,73,64,56,54,52,50
2,2005,4,11,48,46,45,44,44,45,43,48,56,63,66,71,72,74,75,75,75,74,70,62,58,58,55,53
2,2005,4,12,51,49,48,47,46,45,44,45,49,52,51,50,52,52,52,51,51,51,49,49,48,48,47,46
2,2005,4,13,46,44,43,45,45,45,44,44,44,45,45,47,50,53,55,57,59,59,57,54,51,46,43,43
2,2005,4,14,41,39,36,33,33,32,34,41,46,50,54,58,60,64,66,65,65,66,64,60,57,54,47,45
2,2005,4,15,42,45,44,41,41,40,40,43,48,50,53,56,59,61,61,61,61,60,57,54,50,48,45,43
